season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,highlights,home_key_batsman,home_key_bowler,home_playx1,away_playx1,away_key_batsman,away_key_bowler,match_days,umpire1,umpire2,tv_umpire,referee,reserve_umpire
2023.0,1359530,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,"56th Match (N), Indian Premier League at Kolkata, May 11 2023",KKR,RR,RR,BOWL FIRST,149,151/1,149,151,RR,Royals won by 9 wkts (41b rem),2023-05-11,2023-05-12,57980,"Eden Gardens, Kolkata",Nitish Rana,Sanju Samson,Yashasvi Jaiswal,"Rajasthan Royals 2, Kolkata Knight Riders 0",False,20.0,149.0,8.0,16.0,13.1,151.0,1.0,24.0,"Jaiswal and Chahal smash records and KKR. After losing five of their previous six games, Royals scored a thumping win at Eden Gardens to keep their campaign alive","Venkatesh Iyer,Nitish Rana","Harshit Rana,Shardul Thakur","Jason Roy (UKN),Rahmanullah Gurbaz (WK),Venkatesh Iyer (AR),Nitish Rana (UKN),Andre Russell (AR),Rinku Singh (UKN),Shardul Thakur (BL),Anukul Roy (AR),Sunil Narine (AR),Harshit Rana (BL),Varun Chakravarthy (BL),Suyash Sharma (BL)","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Joe Root (UKN),Dhruv Jurel (UKN),Shimron Hetmyer (UKN),Ravichandran Ashwin (AR),Sandeep Sharma (BL),KM Asif (BL),Trent Boult (BL),Yuzvendra Chahal (BL)","Yashasvi Jaiswal,Sanju Samson","Yuzvendra Chahal,Trent Boult",11 May 2023 - night match (20-over match),Saidharshan Kumar,Rod Tucker,Rohan Pandit,Pankaj Dharmani,Parashar Joshi
2023.0,1359531,Mumbai Indians v Gujarat Titans,MI v GT,"57th Match (N), Indian Premier League at Mumbai, May 12 2023",MI,GT,GT,BOWL FIRST,218,191/8,218,191,MI,Mumbai won by 27 runs,2023-05-12,2023-05-13,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Hardik Pandya,Suryakumar Yadav,"Mumbai Indians 2, Gujarat Titans 0",False,20.0,218.0,5.0,34.0,20.0,191.0,8.0,28.0,Suryakumar takes down the Titans with first IPL ton. Rashid Khan took four wickets and smashed 79 off 32 balls but it wasn't enough to beat Mumbai Indians,"Suryakumar Yadav,Ishan Kishan","Akash Madhwal,Piyush Chawla","Ishan Kishan (WK),Rohit Sharma (UKN),Suryakumar Yadav (UKN),Nehal Wadhera (UKN),Vishnu Vinod (UKN),Tim David (UKN),Cameron Green (AR),Chris Jordan (BL),Piyush Chawla (AR),Jason Behrendorff (BL),Kumar Kartikeya (BL),Akash Madhwal (BL)","Wriddhiman Saha (WK),Shubman Gill (UKN),Hardik Pandya (AR),Vijay Shankar (AR),David Miller (UKN),Abhinav Manohar (AR),Rahul Tewatia (AR),Rashid Khan (AR),Noor Ahmad (BL),Alzarri Joseph (BL),Mohammed Shami (BL),Mohit Sharma (BL)","Rashid Khan,David Miller","Rashid Khan,Mohit Sharma",12 May 2023 - night match (20-over match),Nitin Menon,Tapan Sharma,Vinod Seshan,Reetinder Sodhi,VM  Dhokre
2023.0,1359532,Sunrisers Hyderabad v Lucknow Super Giants,SRH v LSG,"58th Match (D/N), Indian Premier League at Hyderabad, May 13 2023",SRH,LSG,SRH,BAT FIRST,182,185/3,182,185,LSG,Super Giants won by 7 wkts (4b rem),2023-05-13,2023-05-14,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Aiden Markram,Krunal Pandya,Prerak Mankad,"Lucknow Super Giants 2, Sunrisers Hyderabad 0",False,20.0,182.0,6.0,26.0,19.2,185.0,3.0,25.0,"Mankad 64, Pooran 13-ball 44 take LSG back to No. 4. With just eight points from 11 matches, Sunrisers are all but out of contention to make the playoffs","Heinrich Klaasen,Abdul Samad","Glenn Phillips,Mayank Markande","Anmolpreet Singh (UKN),Abhishek Sharma (AR),Rahul Tripathi (UKN),Aiden Markram (UKN),Heinrich Klaasen (WK),Glenn Phillips (UKN),Abdul Samad (UKN),Bhuvneshwar Kumar (BL),T Natarajan (BL),Mayank Markande (BL),Fazalhaq Farooqi (BL),Vivrant Sharma (AR)","Kyle Mayers (AR),Quinton de Kock (WK),Prerak Mankad (AR),Marcus Stoinis (AR),Nicholas Pooran (UKN),Krunal Pandya (AR),Yash Thakur (BL),Ravi Bishnoi (BL),Yudhvir Singh (BL),Avesh Khan (BL),Ayush Badoni (UKN),Amit Mishra (BL)","Prerak Mankad,Nicholas Pooran","Krunal Pandya,Yudhvir Singh",13 May 2023 - day/night match (20-over match),Jayaraman Madanagopal,Akshay Totre,Yeshwant Barde,Pankaj Dharmani,Mohamed Rafi
2023.0,1359533,Delhi Capitals v Punjab Kings,DC v PBKS,"59th Match (N), Indian Premier League at Delhi, May 13 2023",DC,PBKS,DC,BOWL FIRST,167,136/8,136,167,PBKS,Punjab Kings won by 31 runs,2023-05-13,2023-05-14,58040,"Arun Jaitley Stadium, Delhi",David Warner,Shikhar Dhawan,Prabhsimran Singh,"Punjab Kings 2, Delhi Capitals 0",False,20.0,136.0,8.0,19.0,20.0,167.0,7.0,21.0,"Prabhsimran, Brar knock Delhi Capitals out of IPL 2023. On a pitch where none of his team-mates crossed 20, Prabhsimran scored a 65-ball 103 to secure two crucial points for Kings","David Warner,Phil Salt","Ishant Sharma,Mukesh Kumar","David Warner (UKN),Phil Salt (WK),Mitchell Marsh (AR),Rilee Rossouw (UKN),Axar Patel (AR),Manish Pandey (UKN),Aman Hakim Khan (AR),Praveen Dubey (BL),Kuldeep Yadav (BL),Mukesh Kumar (BL),Ishant Sharma (BL),Khaleel Ahmed (BL)","Prabhsimran Singh (UKN),Shikhar Dhawan (UKN),Liam Livingstone (AR),Jitesh Sharma (WK),Sam Curran (AR),Harpreet Brar (BL),M Shahrukh Khan (UKN),Sikandar Raza (AR),Rishi Dhawan (AR),Rahul Chahar (BL),Arshdeep Singh (BL),Nathan Ellis (BL)","Prabhsimran Singh,Sam Curran","Harpreet Brar,Rahul Chahar",13 May 2023 - night match (20-over match),Chris Gaffaney,Nikhil Patwardhan,Sadashiv Iyer,Sanjay Verma,Mohit Krishnadas
2023.0,1359534,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,"60th Match (D/N), Indian Premier League at Jaipur, May 14 2023",RR,RCB,RCB,BAT FIRST,171,59,59,171,RCB,RCB won by 112 runs,2023-05-14,2023-05-15,58162,"Sawai Mansingh Stadium, Jaipur",Sanju Samson,Faf du Plessis,Wayne Parnell,"Royal Challengers Bangalore 2, Rajasthan Royals 0",False,10.3,59.0,10.0,8.0,20.0,171.0,5.0,19.0,RCB rout Royals for 59 to keep playoff hopes alive. Rajasthan Royals suffered a catastrophic collapse and were dismissed in 10.3 overs in Jaipur,"Shimron Hetmyer,Joe Root","Adam Zampa,KM Asif","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Joe Root (UKN),Devdutt Padikkal (UKN),Shimron Hetmyer (UKN),Dhruv Jurel (UKN),Ravichandran Ashwin (AR),Adam Zampa (BL),Sandeep Sharma (BL),KM Asif (BL),Yuzvendra Chahal (BL)","Virat Kohli (UKN),Faf du Plessis (UKN),Glenn Maxwell (AR),Mahipal Lomror (AR),Dinesh Karthik (WK),Michael Bracewell (AR),Anuj Rawat (UKN),Wayne Parnell (BL),Karn Sharma (BL),Harshal Patel (BL),Mohammed Siraj (BL),Shahbaz Ahmed (AR)","Faf du Plessis,Glenn Maxwell","Wayne Parnell,Michael Bracewell",14 May 2023 - day/night match (20-over match),KN Ananthapadmanabhan,Navdeep Singh,Rod Tucker,Narayanan Kutty,Parashar Joshi
2023.0,1359535,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,"61st Match (N), Indian Premier League at Chennai, May 14 2023",CSK,KKR,CSK,BAT FIRST,144,147/4,144,147,KKR,KKR won by 6 wkts (9b rem),2023-05-14,2023-05-15,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Nitish Rana,Rinku Singh,"Kolkata Knight Riders 2, Chennai Super Kings 0",False,20.0,144.0,6.0,12.0,18.3,147.0,4.0,17.0,"Rinku Singh, Nitish Rana silence Chepauk and keep Kolkata Knight Riders alive. Narine hits form too, meaning a question mark still hangs over CSK's playoff spot","Shivam Dube,Devon Conway","Deepak Chahar,Tushar Deshpande","Ruturaj Gaikwad (UKN),Devon Conway (UKN),Ajinkya Rahane (UKN),Ambati Rayudu (UKN),Shivam Dube (AR),Moeen Ali (AR),Ravindra Jadeja (AR),MS Dhoni (WK),Deepak Chahar (BL),Tushar Deshpande (BL),Maheesh Theekshana (BL),Matheesha Pathirana (BL)","Jason Roy (UKN),Rahmanullah Gurbaz (WK),Venkatesh Iyer (AR),Nitish Rana (UKN),Rinku Singh (UKN),Andre Russell (AR),Shardul Thakur (BL),Sunil Narine (AR),Vaibhav Arora (BL),Harshit Rana (BL),Varun Chakravarthy (BL),Suyash Sharma (BL)","Nitish Rana,Rinku Singh","Sunil Narine,Varun Chakravarthy",14 May 2023 - night match (20-over match),Tapan Sharma,Vinod Seshan,Nitin Menon,Javagal Srinath,VM  Dhokre
2023.0,1359536,Gujarat Titans v Sunrisers Hyderabad,GT v SRH,"62nd Match (N), Indian Premier League at Ahmedabad, May 15 2023",GT,SRH,SRH,BOWL FIRST,188,154/9,188,154,GT,Titans won by 34 runs,2023-05-15,2023-05-16,57851,"Narendra Modi Stadium, Motera, Ahmedabad",Hardik Pandya,Aiden Markram,Shubman Gill,"Gujarat Titans 2, Sunrisers Hyderabad 0",False,20.0,188.0,9.0,24.0,20.0,154.0,9.0,18.0,Gill and Shami seal top-two finish for Titans. Mohit Sharma also took four wickets to knock Sunrisers out of the playoffs race,"Shubman Gill,Sai Sudharsan","Mohammed Shami,Mohit Sharma","Wriddhiman Saha (WK),Shubman Gill (UKN),Sai Sudharsan (UKN),Hardik Pandya (AR),David Miller (UKN),Rahul Tewatia (AR),Dasun Shanaka (AR),Rashid Khan (AR),Noor Ahmad (BL),Mohammed Shami (BL),Mohit Sharma (BL),Yash Dayal (BL)","Anmolpreet Singh (UKN),Abhishek Sharma (AR),Aiden Markram (UKN),Rahul Tripathi (UKN),Heinrich Klaasen (WK),Sanvir Singh (AR),Abdul Samad (UKN),Marco Jansen (AR),Bhuvneshwar Kumar (BL),Mayank Markande (BL),Fazalhaq Farooqi (BL),T Natarajan (BL)","Heinrich Klaasen,Bhuvneshwar Kumar","Bhuvneshwar Kumar,Fazalhaq Farooqi",15 May 2023 - night match (20-over match),Ulhas Gandhe,Jayaraman Madanagopal,Akshay Totre,Manu Nayyar,Mohamed Rafi
2023.0,1359537,Lucknow Super Giants v Mumbai Indians,LSG v MI,"63rd Match (N), Indian Premier League at Lucknow, May 16 2023",LSG,MI,MI,BOWL FIRST,177,172/5,177,172,LSG,Super Giants won by 5 runs,2023-05-16,2023-05-17,1070094,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Krunal Pandya,Rohit Sharma,Marcus Stoinis,"Lucknow Super Giants 2, Mumbai Indians 0",False,20.0,177.0,3.0,17.0,20.0,172.0,5.0,19.0,Marcus Stoinis brings the muscle in Lucknow's thrilling victory. Mumbai were in it until the very end but Mohsin Khan bowled a sensational final over,"Marcus Stoinis,Krunal Pandya","Ravi Bishnoi,Yash Thakur","Deepak Hooda (AR),Quinton de Kock (WK),Prerak Mankad (AR),Krunal Pandya (AR),Marcus Stoinis (AR),Nicholas Pooran (UKN),Ayush Badoni (UKN),Naveen-ul-Haq (BL),Ravi Bishnoi (BL),Swapnil Singh (BL),Mohsin Khan (BL),Yash Thakur (BL)","Ishan Kishan (WK),Rohit Sharma (UKN),Suryakumar Yadav (UKN),Nehal Wadhera (UKN),Tim David (UKN),Vishnu Vinod (UKN),Cameron Green (AR),Chris Jordan (BL),Hrithik Shokeen (BL),Piyush Chawla (AR),Jason Behrendorff (BL),Akash Madhwal (BL)","Ishan Kishan,Rohit Sharma","Jason Behrendorff,Piyush Chawla",16 May 2023 - night match (20-over match),Anil Chaudhary,Nand Kishore,Chris Gaffaney,Sanjay Verma,Mohit Krishnadas
2023.0,1359539,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,"65th Match (N), Indian Premier League at Hyderabad, May 18 2023",SRH,RCB,RCB,BOWL FIRST,186,187/2,186,187,RCB,RCB won by 8 wkts (4b rem),2023-05-18,2023-05-19,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Aiden Markram,Faf du Plessis,Virat Kohli,"Royal Challengers Bangalore 2, Sunrisers Hyderabad 0",False,20.0,186.0,5.0,23.0,19.2,187.0,2.0,26.0,"Clinical Kohli, du Plessis keep RCB's fate in their hands. The opening pair bossed the chase after Klaasen's masterly 104 from 51 balls set a target of 187","Heinrich Klaasen,Harry Brook","T Natarajan,Bhuvneshwar Kumar","Abhishek Sharma (AR),Rahul Tripathi (UKN),Aiden Markram (UKN),Heinrich Klaasen (WK),Harry Brook (UKN),Glenn Phillips (UKN),Abdul Samad (UKN),Bhuvneshwar Kumar (BL),Kartik Tyagi (BL),Mayank Dagar (BL),Nitish Kumar Reddy (AR),T Natarajan (BL)","Virat Kohli (UKN),Faf du Plessis (UKN),Glenn Maxwell (AR),Michael Bracewell (AR),Mahipal Lomror (AR),Anuj Rawat (WK),Shahbaz Ahmed (AR),Harshal Patel (BL),Wayne Parnell (BL),Karn Sharma (BL),Mohammed Siraj (BL)","Virat Kohli,Faf du Plessis","Michael Bracewell,Mohammed Siraj",18 May 2023 - night match (20-over match),Bruce Oxenford,Virender Sharma,Saiyed Khalid,Javagal Srinath,VM  Dhokre
2023.0,1359540,Punjab Kings v Rajasthan Royals,PBKS v RR,"66th Match (N), Indian Premier League at Dharamsala, May 19 2023",PBKS,RR,RR,BOWL FIRST,187,189/6,187,189,RR,Royals won by 4 wkts (2b rem),2023-05-19,2023-05-20,58056,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Shikhar Dhawan,Sanju Samson,Devdutt Padikkal,"Rajasthan Royals 2, Punjab Kings 0",False,20.0,187.0,5.0,26.0,19.4,189.0,6.0,27.0,"Padikkal, Hetmyer keep Royals in the hunt with last over-win. They now rely on RCB and Mumbai Indians to make the playoffs; Kings have been eliminated","Sam Curran,Jitesh Sharma","Kagiso Rabada,Rahul Chahar","Prabhsimran Singh (UKN),Shikhar Dhawan (UKN),Atharva Taide (AR),Liam Livingstone (AR),Sam Curran (AR),Jitesh Sharma (WK),M Shahrukh Khan (UKN),Harpreet Brar (BL),Rahul Chahar (BL),Kagiso Rabada (BL),Arshdeep Singh (BL),Nathan Ellis (BL)","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Devdutt Padikkal (UKN),Sanju Samson (WK),Shimron Hetmyer (UKN),Riyan Parag (UKN),Dhruv Jurel (UKN),Trent Boult (BL),Adam Zampa (BL),Navdeep Saini (BL),Sandeep Sharma (BL),Yuzvendra Chahal (BL)","Devdutt Padikkal,Yashasvi Jaiswal","Navdeep Saini,Adam Zampa",19 May 2023 - night match (20-over match),Nand Kishore,Rod Tucker,Navdeep Singh,Pankaj Dharmani,Parashar Joshi
2023.0,1359541,Delhi Capitals v Chennai Super Kings,DC v CSK,"67th Match (D/N), Indian Premier League at Delhi, May 20 2023",DC,CSK,CSK,BAT FIRST,223,146/9,146,223,CSK,Super Kings won by 77 runs,2023-05-20,2023-05-21,58040,"Arun Jaitley Stadium, Delhi",David Warner,MS Dhoni,Ruturaj Gaikwad,"Chennai Super Kings 2, Delhi Capitals 0",False,20.0,146.0,9.0,17.0,20.0,223.0,3.0,31.0,"Gaikwad, Conway script CSK's big win. For Delhi Capitals, the end was as tame as the start of the season","David Warner,Axar Patel","Chetan Sakariya,Anrich Nortje","Prithvi Shaw (UKN),David Warner (UKN),Phil Salt (WK),Rilee Rossouw (UKN),Yash Dhull (UKN),Axar Patel (AR),Aman Hakim Khan (AR),Lalit Yadav (AR),Anrich Nortje (BL),Kuldeep Yadav (BL),Chetan Sakariya (BL),Khaleel Ahmed (BL)","Ruturaj Gaikwad (UKN),Devon Conway (UKN),Shivam Dube (AR),MS Dhoni (WK),Ravindra Jadeja (AR),Ajinkya Rahane (UKN),Moeen Ali (AR),Ambati Rayudu (UKN),Deepak Chahar (BL),Tushar Deshpande (BL),Maheesh Theekshana (BL),Matheesha Pathirana (BL)","Devon Conway,Ruturaj Gaikwad","Deepak Chahar,Matheesha Pathirana",20 May 2023 - day/night match (20-over match),Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Sanjay Verma,Mohit Krishnadas
2023.0,1359542,Kolkata Knight Riders v Lucknow Super Giants,KKR v LSG,"68th Match (N), Indian Premier League at Kolkata, May 20 2023",KKR,LSG,KKR,BOWL FIRST,176,175/7,175,176,LSG,Super Giants won by 1 run,2023-05-20,2023-05-21,57980,"Eden Gardens, Kolkata",Nitish Rana,Krunal Pandya,Nicholas Pooran,"Lucknow Super Giants 2, Kolkata Knight Riders 0",False,20.0,175.0,7.0,24.0,20.0,176.0,8.0,22.0,"Pooran, Bishnoi seal Lucknow Super Giants' playoffs spot with thrilling one-run win. Rinku Singh nearly pulled off a stunning chase as KKR's campaign came to an end","Rinku Singh,Jason Roy","Sunil Narine,Shardul Thakur","Jason Roy (UKN),Venkatesh Iyer (AR),Nitish Rana (UKN),Rahmanullah Gurbaz (WK),Rinku Singh (UKN),Andre Russell (AR),Shardul Thakur (BL),Sunil Narine (AR),Vaibhav Arora (BL),Varun Chakravarthy (BL),Suyash Sharma (BL),Harshit Rana (BL)","Karan Sharma (AR),Quinton de Kock (WK),Prerak Mankad (AR),Marcus Stoinis (AR),Krunal Pandya (AR),Ayush Badoni (UKN),Nicholas Pooran (UKN),Krishnappa Gowtham (AR),Ravi Bishnoi (BL),Naveen-ul-Haq (BL),Mohsin Khan (BL),Yash Thakur (BL)","Nicholas Pooran,Quinton de Kock","Ravi Bishnoi,Yash Thakur",20 May 2023 - night match (20-over match),Ulhas Gandhe,Jayaraman Madanagopal,Yeshwant Barde,Manu Nayyar,Mohamed Rafi
2023.0,1359543,Mumbai Indians v Sunrisers Hyderabad,MI v SRH,"69th Match (D/N), Indian Premier League at Mumbai, May 21 2023",MI,SRH,MI,BOWL FIRST,200,201/2,201,200,MI,Mumbai won by 8 wkts (12b rem),2023-05-21,2023-05-22,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Aiden Markram,Cameron Green,"Mumbai Indians 2, Sunrisers Hyderabad 0",False,18.0,201.0,2.0,31.0,20.0,200.0,5.0,27.0,Green century and Madhwal four-for help Mumbai Indians finish fourth. Mumbai complete fourth 200+ chase this season and set up eliminator date with LSG,"Cameron Green,Rohit Sharma","Akash Madhwal,Chris Jordan","Ishan Kishan (WK),Rohit Sharma (UKN),Cameron Green (AR),Suryakumar Yadav (UKN),Tim David (UKN),Nehal Wadhera (UKN),Chris Jordan (BL),Piyush Chawla (AR),Jason Behrendorff (BL),Kumar Kartikeya (BL),Akash Madhwal (BL)","Vivrant Sharma (AR),Mayank Agarwal (UKN),Heinrich Klaasen (WK),Glenn Phillips (UKN),Aiden Markram (UKN),Harry Brook (UKN),Sanvir Singh (AR),Nitish Kumar Reddy (AR),Mayank Dagar (BL),Bhuvneshwar Kumar (BL),Umran Malik (BL),Kartik Tyagi (BL)","Mayank Agarwal,Vivrant Sharma","Bhuvneshwar Kumar,Mayank Dagar",21 May 2023 - day/night match (20-over match),KN Ananthapadmanabhan,Rod Tucker,Rohan Pandit,Pankaj Dharmani,Parashar Joshi
2023.0,1359544,Royal Challengers Bangalore v Gujarat Titans,RCB v GT,"70th Match (N), Indian Premier League at Bengaluru, May 21 2023",RCB,GT,GT,BOWL FIRST,197,198/4,197,198,GT,Titans won by 6 wkts (5b rem),2023-05-21,2023-05-22,57897,"M.Chinnaswamy Stadium, Bengaluru",Faf du Plessis,Hardik Pandya,Shubman Gill,"Gujarat Titans 2, Royal Challengers Bangalore 0",False,20.0,197.0,5.0,28.0,19.1,198.0,4.0,25.0,Gill's second straight century trumps Kohli's to knock RCB out of playoffs race. Gill's unbeaten 104 featured seven more sixes than Kohli's 101 not out,"Virat Kohli,Faf du Plessis","Mohammed Siraj,Harshal Patel","Virat Kohli (UKN),Faf du Plessis (UKN),Glenn Maxwell (AR),Mahipal Lomror (AR),Michael Bracewell (AR),Dinesh Karthik (UKN),Anuj Rawat (WK),Harshal Patel (BL),Wayne Parnell (BL),Vijaykumar Vyshak (BL),Mohammed Siraj (BL),Himanshu Sharma (BL)","Wriddhiman Saha (WK),Shubman Gill (UKN),Vijay Shankar (AR),Dasun Shanaka (AR),David Miller (UKN),Rahul Tewatia (AR),Hardik Pandya (AR),Rashid Khan (AR),Noor Ahmad (BL),Mohammed Shami (BL),Mohit Sharma (BL),Yash Dayal (BL)","Shubman Gill,Vijay Shankar","Noor Ahmad,Rashid Khan",21 May 2023 - night match (20-over match),Nitin Menon,Virender Sharma,Tapan Sharma,Javagal Srinath,VM  Dhokre
2022.0,1304047,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,"1st Match (N), Indian Premier League at Mumbai, Mar 26 2022",CSK,KKR,KKR,BOWL FIRST,131,133/4,131,133,KKR,KKR won by 6 wkts (9b rem),2022-03-26,2022-03-27,58324,"Wankhede Stadium, Mumbai",Ravindra Jadeja,Shreyas Iyer,Umesh Yadav,"Kolkata Knight Riders 2, Chennai Super Kings 0",False,20.0,131.0,5.0,15.0,18.3,133.0,4.0,15.0,Dhoni's fireworks not enough for Chennai Super Kings in opener. KKR's mystery spinners Narine and Chakravarthy prove unhittable; Rahane shines with the bat,"MS Dhoni,Robin Uthappa","Dwayne Bravo,Mitchell Santner","Ruturaj Gaikwad (UKN),Devon Conway (UKN),Robin Uthappa (UKN),Ambati Rayudu (UKN),Ravindra Jadeja (AR),Shivam Dube (AR),MS Dhoni (WK),Dwayne Bravo (AR),Mitchell Santner (AR),Adam Milne (BL),Tushar Deshpande (BL)","Ajinkya Rahane (UKN),Venkatesh Iyer (AR),Nitish Rana (UKN),Shreyas Iyer (UKN),Sam Billings (UKN),Sheldon Jackson (WK),Andre Russell (AR),Sunil Narine (AR),Umesh Yadav (BL),Shivam Mavi (AR),Varun Chakravarthy (BL)","Ajinkya Rahane,Sam Billings","Umesh Yadav,Varun Chakravarthy",26 March 2022 - night match (20-over match),Anil Chaudhary,Nitin Menon,Virender Sharma,Manu Nayyar,Chirra Ravikanthreddy
2022.0,1304048,Delhi Capitals v Mumbai Indians,DC v MI,"2nd Match (D/N), Indian Premier League at Mumbai, Mar 27 2022",DC,MI,DC,BOWL FIRST,177,179/6,179,177,DC,Capitals won by 4 wkts (10b rem),2022-03-27,2022-03-28,58317,"Brabourne Stadium, Mumbai",Rishabh Pant,Rohit Sharma,Kuldeep Yadav,"Delhi Capitals 2, Mumbai Indians 0",False,18.2,179.0,6.0,25.0,20.0,177.0,5.0,24.0,"Lalit Yadav and Axar Patel help Delhi Capitals pull off coup. Kuldeep Yadav was adjudged Player of the Match for his 3 for 18, while Ishan Kishan's 81* went in vain","Lalit Yadav,Axar Patel","Kuldeep Yadav,Khaleel Ahmed","Prithvi Shaw (UKN),Tim Seifert (UKN),Mandeep Singh (AR),Rishabh Pant (WK),Lalit Yadav (AR),Rovman Powell (UKN),Shardul Thakur (BL),Axar Patel (AR),Kuldeep Yadav (BL),Khaleel Ahmed (BL),Kamlesh Nagarkoti (BL)","Rohit Sharma (UKN),Ishan Kishan (WK),Anmolpreet Singh (UKN),Tilak Varma (AR),Kieron Pollard (AR),Tim David (UKN),Daniel Sams (AR),Murugan Ashwin (BL),Tymal Mills (BL),Jasprit Bumrah (BL),Basil Thampi (BL)","Ishan Kishan,Rohit Sharma","Basil Thampi,Murugan Ashwin",27 March 2022 - day/night match (20-over match),Saiyed Khalid,Rod Tucker,Jayaraman Madanagopal,Prakash Bhatt,Nitin Pandit
2022.0,1304049,Punjab Kings v Royal Challengers Bangalore,PBKS v RCB,"3rd Match (N), Indian Premier League at Navi Mumbai, Mar 27 2022",PBKS,RCB,KXIP,BOWL FIRST,205,208/5,208,205,PBKS,Punjab Kings won by 5 wkts (6b rem),2022-03-27,2022-03-28,343050,"Dr DY Patil Sports Academy, Navi Mumbai",Mayank Agarwal,Faf du Plessis,Odean Smith,"Punjab Kings 2, Royal Challengers Bangalore 0",False,19.0,208.0,5.0,25.0,20.0,205.0,2.0,22.0,"Odean seals the deal as Punjab Kings ace steep chase. RCB's slow start proved the difference between the sides, even if du Plessis made up for it during his 57-ball 88","Bhanuka Rajapaksa,Shikhar Dhawan","Rahul Chahar,Arshdeep Singh","Mayank Agarwal (UKN),Shikhar Dhawan (UKN),Bhanuka Rajapaksa (WK),Liam Livingstone (AR),RajÂ Bawa (AR),M Shahrukh Khan (UKN),Odean Smith (AR),Harpreet Brar (BL),Arshdeep Singh (BL),Sandeep Sharma (BL),Rahul Chahar (BL)","Faf du Plessis (UKN),Anuj Rawat (UKN),Virat Kohli (UKN),Dinesh Karthik (WK),Sherfane Rutherford (UKN),David Willey (AR),Shahbaz Ahmed (AR),Wanindu Hasaranga de Silva (AR),Harshal Patel (BL),Mohammed Siraj (BL),Akash Deep (AR)","Faf du Plessis,Virat Kohli","Mohammed Siraj,Harshal Patel",27 March 2022 - night match (20-over match),Yeshwant Barde,Nitin Menon,Anil Chaudhary,Manu Nayyar,Rohan Pandit
2022.0,1304050,Gujarat Titans v Lucknow Super Giants,GT v LSG,"4th Match (N), Indian Premier League at Mumbai, Mar 28 2022",GT,LSG,GT,BOWL FIRST,158,161/5,161,158,GT,Titans won by 5 wkts (2b rem),2022-03-28,2022-03-29,58324,"Wankhede Stadium, Mumbai",Hardik Pandya,KL Rahul,Mohammed Shami,"Gujarat Titans 2, Lucknow Super Giants 0",False,19.4,161.0,5.0,23.0,20.0,158.0,6.0,22.0,Shami and Tewatia star as Gujarat Titans win battle of new teams. Eye-catching batting displays from IPL debutants Ayush Badoni and Abhinav Manohar also lit up a tense match at the Wankhede,"Rahul Tewatia,Hardik Pandya","Mohammed Shami,Varun Aaron","Shubman Gill (UKN),Matthew Wade (WK),Vijay Shankar (AR),Hardik Pandya (AR),David Miller (UKN),Rahul Tewatia (AR),Abhinav Manohar (AR),Rashid Khan (BL),Lockie Ferguson (BL),Mohammed Shami (BL),Varun Aaron (BL)","KL Rahul (UKN),Quinton de Kock (WK),Evin Lewis (UKN),Manish Pandey (UKN),Deepak Hooda (AR),Ayush Badoni (UKN),Krunal Pandya (AR),Dushmantha Chameera (BL),Mohsin Khan (BL),Ravi Bishnoi (BL),Avesh Khan (BL)","Deepak Hooda,Ayush Badoni","Dushmantha Chameera,Krunal Pandya",28 March 2022 - night match (20-over match),Pashchim Pathak,Virender Sharma,Rod Tucker,Daniel Manohar,Sadashiv Iyer
